question,answer,predicted_answer,relation,correct
"In: Question: 
Is the small cyan metal cube behind the cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan rubber sphere to the left of the small cyan metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large cyan metal sphere behind the small brown metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown metal sphere in front of the small cyan cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cube in front of the large blue rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small brown metal sphere to the right of the small cyan cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small red sphere behind the large gray metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small red sphere to the right of the small red rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  purple rubber cylinder in front of the large brown metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple metal cylinder behind the  blue metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large brown metal sphere behind the  blue metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large brown metal sphere behind the  red metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  red rubber cube to the right of the large brown metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the sphere in front of the small brown cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green metal cube in front of the sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large yellow rubber cube in front of the small green metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow rubber cube behind the small gray metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large cyan rubber cube to the right of the small gray rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small cyan cube to the left of the  purple rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray cube behind the  purple rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small cyan cube in front of the sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  brown rubber cylinder to the right of the sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large green rubber cylinder in front of the large blue rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green rubber cylinder to the left of the sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the sphere in front of the large blue rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal cube to the left of the small green rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown rubber cube to the right of the large purple metal sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small green metal cube behind the large purple rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large purple rubber sphere in front of the  red cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  red cylinder in front of the large brown rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray metal sphere behind the large brown rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green metal cube to the left of the  red cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple metal sphere to the left of the small green metal cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small cyan rubber cylinder in front of the  blue metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan metal cylinder to the right of the small cyan rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green metal cylinder to the left of the  blue metal sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan rubber cylinder to the left of the cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small blue metal sphere to the left of the large blue rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small yellow metal cube to the right of the large blue rubber sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large cyan metal cube behind the small gray rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray rubber sphere behind the cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large blue rubber sphere to the right of the cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large blue rubber sphere to the left of the  blue cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  blue cube behind the small purple metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small purple metal cylinder behind the large blue rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue rubber sphere to the right of the  blue cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan rubber sphere behind the large yellow metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large brown metal sphere behind the large brown rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red metal sphere to the left of the small gray rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown rubber cylinder behind the large yellow metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large brown rubber cube to the left of the small red rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  cyan cylinder to the left of the large blue rubber sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  blue cylinder in front of the small purple metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red metal sphere to the right of the large brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large brown rubber cube to the left of the large blue rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown rubber cube behind the  blue cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small purple metal sphere to the right of the large blue rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  gray rubber sphere in front of the  yellow cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small brown metal cube in front of the large gray rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  blue metal sphere behind the small brown metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan metal cylinder behind the small red sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow metal cylinder in front of the large cyan sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal cylinder in front of the small red sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green metal cylinder to the right of the  blue rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large cyan metal cube to the right of the large blue rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the cylinder to the right of the  yellow rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  green metal cube to the right of the large purple metal sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large red metal sphere to the left of the small purple rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple metal sphere to the left of the  red metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  red metal cube behind the small red rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown rubber sphere to the left of the large green rubber sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  gray rubber cube to the left of the small blue metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  gray rubber cube in front of the small brown rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  red metal cube in front of the  gray rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large purple metal cube behind the  blue rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small cyan metal cube to the left of the  blue rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  gray cylinder to the right of the  green rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  green rubber cube in front of the sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large gray rubber cylinder to the left of the small yellow metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large red rubber cylinder to the left of the large red metal cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  yellow metal cube behind the  red metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue metal sphere in front of the small gray metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cylinder to the left of the  yellow metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple rubber cube to the left of the large cyan rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small green metal cube to the right of the large red rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small blue sphere in front of the large blue sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow rubber cube to the right of the large gray rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large blue sphere behind the cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small green metal cube to the left of the small yellow rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small gray rubber cylinder behind the small gray metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray rubber sphere to the left of the small gray metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large blue rubber cylinder in front of the large gray rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow rubber cube in front of the small blue cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal cube in front of the small blue cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal sphere behind the small cyan rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber cube behind the small blue cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large blue metal cube in front of the large yellow cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small purple cylinder to the left of the large blue metal cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small blue cylinder behind the large yellow rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the sphere to the right of the small green rubber cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small brown rubber cylinder to the left of the sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small red rubber cylinder in front of the large cyan rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red rubber cylinder behind the large cyan rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber sphere in front of the small purple metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue rubber cylinder behind the small blue metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large purple rubber cylinder to the left of the small blue rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  purple cylinder to the right of the large gray rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small red metal sphere to the right of the large red metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the cube to the left of the  brown cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan rubber cylinder behind the small brown metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown metal cylinder to the left of the large brown rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large blue rubber cylinder in front of the small blue metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green metal sphere behind the small cyan rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown metal cylinder in front of the small blue metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red rubber sphere behind the small cyan rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber cylinder in front of the small brown metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple metal cylinder to the left of the  cyan rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large yellow metal sphere in front of the  red rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple metal cylinder behind the small gray rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  purple metal cylinder in front of the large yellow metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  blue metal cube to the right of the small gray rubber sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  blue metal cube behind the  red rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray rubber sphere behind the small gray metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red cube to the right of the small gray cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray cube behind the large blue cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray cube behind the small cyan rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber cube to the left of the large sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple rubber sphere behind the large purple cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cube in front of the large red metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red cylinder behind the small gray cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue rubber sphere to the left of the  cyan rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large green metal sphere to the left of the small blue rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan metal sphere to the right of the large blue cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large cyan rubber sphere to the left of the small red rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large blue metal cylinder to the right of the small brown cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small blue cube to the left of the small cyan metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small red rubber sphere behind the large blue rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  cyan metal cylinder behind the  gray rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow metal cube to the right of the  cyan metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small yellow metal sphere behind the  cyan metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue rubber sphere in front of the small yellow metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow rubber sphere to the right of the small yellow metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large blue rubber sphere to the right of the  red rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  brown rubber cylinder behind the small cyan rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large purple metal sphere in front of the  purple metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal sphere to the left of the cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the cube in front of the small red metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  red metal sphere to the right of the  brown rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small blue cylinder to the right of the cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the cube to the left of the small yellow rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large red cylinder in front of the cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large brown cylinder in front of the small yellow rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cube in front of the large green metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue cylinder to the left of the large green metal sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large cyan rubber sphere to the right of the cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the sphere to the left of the small yellow metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small red rubber sphere in front of the small blue metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray metal cylinder in front of the small gray rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large cyan rubber cylinder in front of the cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cube in front of the small gray rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cylinder to the left of the small red sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray rubber cube to the right of the large gray sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large red rubber cube to the left of the large gray sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large gray sphere in front of the large blue metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cylinder to the left of the large red rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small blue rubber sphere to the left of the cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown metal sphere behind the cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green metal cylinder to the left of the large cyan sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan rubber cube to the right of the small purple rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large blue cylinder in front of the sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large purple rubber sphere to the right of the small gray rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the cylinder to the left of the large purple rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan metal cube to the left of the small blue rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  cyan rubber cylinder behind the large green metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  gray cube to the left of the  gray sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  gray cube to the right of the  purple rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  gray cube behind the  purple rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  gray sphere to the right of the  gray cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large blue cube in front of the small purple rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large green cube to the left of the small purple rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple rubber cylinder to the right of the small cyan cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small purple rubber cylinder to the right of the small gray rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small cyan cube to the right of the small purple rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large green cube to the right of the large purple rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray rubber sphere behind the small purple rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue rubber cylinder to the left of the small green rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small red metal sphere to the right of the large yellow metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small red metal sphere to the right of the small green rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow metal cylinder to the left of the small blue rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small gray cube in front of the large cyan cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan cube to the left of the small gray cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small brown rubber cube behind the large gray metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown rubber cube to the left of the large green rubber cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large cyan rubber cylinder behind the small red metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large green rubber cube to the left of the large gray metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the sphere to the right of the small cyan rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  brown sphere to the right of the large red metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large blue rubber cylinder to the right of the  brown sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  yellow cube in front of the large blue rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  brown sphere to the right of the  green sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large gray rubber sphere in front of the small rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small rubber cube to the left of the large red rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small brown rubber sphere to the left of the small blue metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  blue metal sphere behind the  gray rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  brown rubber sphere to the left of the  red metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  red metal sphere to the left of the  purple rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the cube to the left of the  gray metal sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large yellow metal cube behind the small blue rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow metal cube in front of the large purple metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan rubber sphere to the right of the small green metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large purple metal sphere behind the small purple cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown metal cylinder behind the large gray metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray metal cylinder to the right of the large red metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small yellow metal cube in front of the  cyan rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small purple metal cube to the left of the large gray metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green metal cylinder to the left of the  gray metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  cyan rubber sphere behind the small brown metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray metal cylinder to the right of the  cyan rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  red rubber cylinder to the right of the sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  purple rubber cylinder in front of the  red rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the sphere in front of the large purple cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small blue rubber sphere in front of the large purple rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large brown metal sphere behind the large green rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue rubber sphere to the left of the small brown rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large gray rubber sphere behind the small blue rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue rubber sphere in front of the small brown rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red rubber cylinder in front of the large purple rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small brown rubber sphere to the right of the small blue metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small blue sphere behind the small yellow rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large cyan metal cylinder to the left of the small purple metal cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small yellow rubber cylinder to the right of the large cyan metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small yellow rubber cylinder to the right of the small blue sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan rubber cube to the right of the large purple rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green rubber sphere to the right of the  rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  rubber cylinder to the left of the large purple rubber cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan rubber cube in front of the  metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  rubber cylinder behind the large brown metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large red metal cylinder to the right of the large green metal sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small cyan metal sphere to the right of the large red metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue rubber cylinder in front of the small yellow rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow rubber cylinder behind the large red metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cube behind the small red rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large gray metal sphere behind the small gray metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  purple cube behind the large yellow rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large yellow rubber sphere behind the  purple cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  purple cube behind the small purple metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red metal cube in front of the large cyan metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red metal cube in front of the small blue rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small purple rubber cylinder in front of the large green metal cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan cube to the right of the small green rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large green rubber sphere to the left of the small green rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large yellow cylinder behind the small cyan cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large red cube behind the large yellow cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown cylinder in front of the large gray rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green metal sphere behind the small green cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the cube to the left of the small purple rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large red rubber cube in front of the small purple metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red rubber cube in front of the small red rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large blue metal cylinder in front of the sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red rubber cube to the right of the large brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large brown rubber sphere in front of the  red rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow cylinder behind the large brown cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large purple rubber sphere to the right of the large brown rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small red metal sphere in front of the large blue rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small red metal sphere behind the large brown cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow rubber cube to the left of the large brown rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large brown rubber cube to the right of the large purple metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green metal cube in front of the large cyan metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red rubber cylinder to the right of the large brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large brown rubber cube behind the large gray sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown sphere to the right of the large yellow rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small yellow metal cube in front of the large blue rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green rubber cylinder behind the large brown metal cylinder?Answer:
Out:",Yes,yes,behind,True
