concept,category,question,label,predicted,correct
suitcase,container,Is a suitcase a container? Answer only in yes or no.,Yes,yes,True
suitcase,office supply,Is a suitcase an office supply? Answer only in yes or no.,No,yes,False
sundae,food,Is a sundae a food? Answer only in yes or no.,Yes,yes,True
sundae,school supply,Is a sundae a school supply? Answer only in yes or no.,No,no,True
sundae,dessert,Is a sundae a dessert? Answer only in yes or no.,Yes,yes,True
sundae,candy,Is a sundae a candy? Answer only in yes or no.,No,yes,False
sunflower,plant,Is a sunflower a plant? Answer only in yes or no.,Yes,yes,True
sunflower,school supply,Is a sunflower a school supply? Answer only in yes or no.,No,no,True
sunroof,part of car,Is a sunroof a part of car? Answer only in yes or no.,Yes,yes,True
sunroof,dessert,Is a sunroof a dessert? Answer only in yes or no.,No,no,True
surfboard,sports equipment,Is a surfboard a sports equipment? Answer only in yes or no.,Yes,yes,True
surfboard,construction equipment,Is a surfboard a construction equipment? Answer only in yes or no.,No,yes,False
suspenders,clothing accessory,Is a suspenders a clothing accessory? Answer only in yes or no.,Yes,yes,True
suspenders,tool,Is a suspenders a tool? Answer only in yes or no.,No,yes,False
suspenders,clothing,Is a suspenders a clothing? Answer only in yes or no.,Yes,yes,True
suspenders,furniture,Is a suspenders a furniture? Answer only in yes or no.,No,yes,False
swab,medical equipment,Is a swab a medical equipment? Answer only in yes or no.,Yes,yes,True
swab,bird,Is a swab a bird? Answer only in yes or no.,No,no,True
swab,scientific equipment,Is a swab a scientific equipment? Answer only in yes or no.,Yes,yes,True
swab,clothing,Is a swab a clothing? Answer only in yes or no.,No,no,True
swab,personal hygiene item,Is a swab a personal hygiene item? Answer only in yes or no.,Yes,yes,True
swab,dessert,Is a swab a dessert? Answer only in yes or no.,No,no,True
swan,bird,Is a swan a bird? Answer only in yes or no.,Yes,yes,True
swan,candy,Is a swan a candy? Answer only in yes or no.,No,no,True
swan,animal,Is a swan an animal? Answer only in yes or no.,Yes,yes,True
swan,vegetable,Is a swan a vegetable? Answer only in yes or no.,No,no,True
sweater,clothing,Is a sweater a clothing? Answer only in yes or no.,Yes,yes,True
sweater,footwear,Is a sweater a footwear? Answer only in yes or no.,No,no,True
sweatsuit,clothing,Is a sweatsuit a clothing? Answer only in yes or no.,Yes,yes,True
sweatsuit,jewelry,Is a sweatsuit a jewelry? Answer only in yes or no.,No,no,True
sweet_potato,food,Is a sweet potato a food? Answer only in yes or no.,Yes,yes,True
sweet_potato,condiment,Is a sweet potato a condiment? Answer only in yes or no.,No,no,True
sweet_potato,vegetable,Is a sweet potato a vegetable? Answer only in yes or no.,Yes,yes,True
sweet_potato,plant,Is a sweet potato a plant? Answer only in yes or no.,No,yes,False
swimming_pool,container,Is a swimming pool a container? Answer only in yes or no.,Yes,yes,True
swimming_pool,seafood,Is a swimming pool a seafood? Answer only in yes or no.,No,no,True
swimsuit,clothing,Is a swimsuit a clothing? Answer only in yes or no.,Yes,yes,True
swimsuit,women's clothing,Is a swimsuit a women's clothing? Answer only in yes or no.,No,yes,False
switch,hardware,Is a switch a hardware? Answer only in yes or no.,Yes,yes,True
switch,vegetable,Is a switch a vegetable? Answer only in yes or no.,No,yes,False
sword,weapon,Is a sword a weapon? Answer only in yes or no.,Yes,yes,True
sword,body part,Is a sword a body part? Answer only in yes or no.,No,yes,False
swordfish,seafood,Is a swordfish a seafood? Answer only in yes or no.,Yes,yes,True
swordfish,clothing,Is a swordfish a clothing? Answer only in yes or no.,No,no,True
swordfish,food,Is a swordfish a food? Answer only in yes or no.,Yes,yes,True
swordfish,construction equipment,Is a swordfish a construction equipment? Answer only in yes or no.,No,no,True
swordfish,animal,Is a swordfish an animal? Answer only in yes or no.,Yes,yes,True
swordfish,home decor,Is a swordfish a home decor? Answer only in yes or no.,No,no,True
swordfish,sea animal,Is a swordfish a sea animal? Answer only in yes or no.,Yes,yes,True
swordfish,drink,Is a swordfish a drink? Answer only in yes or no.,No,no,True
syringe,medical equipment,Is a syringe a medical equipment? Answer only in yes or no.,Yes,yes,True
syringe,candy,Is a syringe a candy? Answer only in yes or no.,No,no,True
syringe,scientific equipment,Is a syringe a scientific equipment? Answer only in yes or no.,Yes,yes,True
syringe,watercraft,Is a syringe a watercraft? Answer only in yes or no.,No,no,True
syringe,container,Is a syringe a container? Answer only in yes or no.,Yes,yes,True
syringe,hardware,Is a syringe a hardware? Answer only in yes or no.,No,yes,False
t-shirt,clothing,Is a t-shirt a clothing? Answer only in yes or no.,Yes,yes,True
t-shirt,electronic device,Is a t-shirt an electronic device? Answer only in yes or no.,No,no,True
table,furniture,Is a table a furniture? Answer only in yes or no.,Yes,yes,True
table,vegetable,Is a table a vegetable? Answer only in yes or no.,No,no,True
tablet,electronic device,Is a tablet an electronic device? Answer only in yes or no.,Yes,yes,True
tablet,safety equipment,Is a tablet a safety equipment? Answer only in yes or no.,No,yes,False
taco,food,Is a taco a food? Answer only in yes or no.,Yes,yes,True
taco,bird,Is a taco a bird? Answer only in yes or no.,No,no,True
tadpole,animal,Is a tadpole an animal? Answer only in yes or no.,Yes,yes,True
tadpole,body part,Is a tadpole a body part? Answer only in yes or no.,No,yes,False
taffy,food,Is a taffy a food? Answer only in yes or no.,Yes,yes,True
taffy,arts and crafts supply,Is a taffy an arts and crafts supply? Answer only in yes or no.,No,yes,False
taffy,candy,Is a taffy a candy? Answer only in yes or no.,Yes,yes,True
taffy,safety equipment,Is a taffy a safety equipment? Answer only in yes or no.,No,yes,False
taillight,lighting,Is a taillight a lighting? Answer only in yes or no.,Yes,yes,True
taillight,arts and crafts supply,Is a taillight an arts and crafts supply? Answer only in yes or no.,No,no,True
taillight,part of car,Is a taillight a part of car? Answer only in yes or no.,Yes,yes,True
taillight,farm animal,Is a taillight a farm animal? Answer only in yes or no.,No,no,True
tamale,food,Is a tamale a food? Answer only in yes or no.,Yes,yes,True
tamale,lighting,Is a tamale a lighting? Answer only in yes or no.,No,no,True
tambourine,musical instrument,Is a tambourine a musical instrument? Answer only in yes or no.,Yes,yes,True
tambourine,plant,Is a tambourine a plant? Answer only in yes or no.,No,no,True
tape,arts and crafts supply,Is a tape an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
tape,vehicle,Is a tape a vehicle? Answer only in yes or no.,No,no,True
tape,office supply,Is a tape an office supply? Answer only in yes or no.,Yes,yes,True
tape,toy,Is a tape a toy? Answer only in yes or no.,No,yes,False
tape,fastener,Is a tape a fastener? Answer only in yes or no.,Yes,no,False
tape,vegetable,Is a tape a vegetable? Answer only in yes or no.,No,no,True
tape_measure,tool,Is a tape measure a tool? Answer only in yes or no.,Yes,yes,True
tape_measure,bird,Is a tape measure a bird? Answer only in yes or no.,No,no,True
tape_measure,scientific equipment,Is a tape measure a scientific equipment? Answer only in yes or no.,Yes,yes,True
tape_measure,vegetable,Is a tape measure a vegetable? Answer only in yes or no.,No,no,True
tape_recorder,electronic device,Is a tape recorder an electronic device? Answer only in yes or no.,Yes,yes,True
tape_recorder,bird,Is a tape recorder a bird? Answer only in yes or no.,No,no,True
tarantula,animal,Is a tarantula an animal? Answer only in yes or no.,Yes,yes,True
tarantula,safety equipment,Is a tarantula a safety equipment? Answer only in yes or no.,No,no,True
tarp,construction equipment,Is a tarp a construction equipment? Answer only in yes or no.,Yes,no,False
tarp,container,Is a tarp a container? Answer only in yes or no.,No,no,True
taxi,vehicle,Is a taxi a vehicle? Answer only in yes or no.,Yes,yes,True
taxi,safety equipment,Is a taxi a safety equipment? Answer only in yes or no.,No,yes,False
tea,drink,Is a tea a drink? Answer only in yes or no.,Yes,yes,True
tea,sea animal,Is a tea a sea animal? Answer only in yes or no.,No,no,True
teacup,container,Is a teacup a container? Answer only in yes or no.,Yes,yes,True
teacup,jewelry,Is a teacup a jewelry? Answer only in yes or no.,No,yes,False
teapot,container,Is a teapot a container? Answer only in yes or no.,Yes,yes,True
teapot,watercraft,Is a teapot a watercraft? Answer only in yes or no.,No,yes,False
teddy_bear,toy,Is a teddy bear a toy? Answer only in yes or no.,Yes,yes,True
teddy_bear,safety equipment,Is a teddy bear a safety equipment? Answer only in yes or no.,No,yes,False
tee,sports equipment,Is a tee a sports equipment? Answer only in yes or no.,Yes,yes,True
tee,scientific equipment,Is a tee a scientific equipment? Answer only in yes or no.,No,yes,False
telescope,scientific equipment,Is a telescope a scientific equipment? Answer only in yes or no.,Yes,yes,True
telescope,home decor,Is a telescope a home decor? Answer only in yes or no.,No,no,True
television,electronic device,Is a television an electronic device? Answer only in yes or no.,Yes,yes,True
television,garden tool,Is a television a garden tool? Answer only in yes or no.,No,no,True
television,home appliance,Is a television a home appliance? Answer only in yes or no.,Yes,yes,True
television,insect,Is a television an insect? Answer only in yes or no.,No,no,True
tennis_ball,sports equipment,Is a tennis ball a sports equipment? Answer only in yes or no.,Yes,yes,True
tennis_ball,office supply,Is a tennis ball an office supply? Answer only in yes or no.,No,yes,False
tent,container,Is a tent a container? Answer only in yes or no.,Yes,yes,True
tent,condiment,Is a tent a condiment? Answer only in yes or no.,No,no,True
terrarium,home decor,Is a terrarium a home decor? Answer only in yes or no.,Yes,yes,True
terrarium,lighting,Is a terrarium a lighting? Answer only in yes or no.,No,no,True
terrarium,container,Is a terrarium a container? Answer only in yes or no.,Yes,yes,True
terrarium,outerwear,Is a terrarium an outerwear? Answer only in yes or no.,No,no,True
test_tube,scientific equipment,Is a test tube a scientific equipment? Answer only in yes or no.,Yes,yes,True
test_tube,breakfast food,Is a test tube a breakfast food? Answer only in yes or no.,No,no,True
test_tube,container,Is a test tube a container? Answer only in yes or no.,Yes,yes,True
test_tube,electronic device,Is a test tube an electronic device? Answer only in yes or no.,No,no,True
thermometer,scientific equipment,Is a thermometer a scientific equipment? Answer only in yes or no.,Yes,yes,True
thermometer,arts and crafts supply,Is a thermometer an arts and crafts supply? Answer only in yes or no.,No,no,True
thermometer,hardware,Is a thermometer a hardware? Answer only in yes or no.,Yes,yes,True
thermometer,breakfast food,Is a thermometer a breakfast food? Answer only in yes or no.,No,no,True
thermos,container,Is a thermos a container? Answer only in yes or no.,Yes,yes,True
thermos,clothing accessory,Is a thermos a clothing accessory? Answer only in yes or no.,No,no,True
thermostat,home appliance,Is a thermostat a home appliance? Answer only in yes or no.,Yes,yes,True
thermostat,headwear,Is a thermostat a headwear? Answer only in yes or no.,No,no,True
thimble,arts and crafts supply,Is a thimble an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
thimble,scientific equipment,Is a thimble a scientific equipment? Answer only in yes or no.,No,yes,False
throne,furniture,Is a throne a furniture? Answer only in yes or no.,Yes,yes,True
throne,clothing accessory,Is a throne a clothing accessory? Answer only in yes or no.,No,yes,False
thumbtack,office supply,Is a thumbtack an office supply? Answer only in yes or no.,Yes,yes,True
thumbtack,school supply,Is a thumbtack a school supply? Answer only in yes or no.,No,yes,False
thumbtack,fastener,Is a thumbtack a fastener? Answer only in yes or no.,Yes,yes,True
thumbtack,women's clothing,Is a thumbtack a women's clothing? Answer only in yes or no.,No,no,True
tiara,headwear,Is a tiara a headwear? Answer only in yes or no.,Yes,yes,True
tiara,kitchen tool,Is a tiara a kitchen tool? Answer only in yes or no.,No,no,True
tiara,women's clothing,Is a tiara a women's clothing? Answer only in yes or no.,Yes,no,False
tiara,fruit,Is a tiara a fruit? Answer only in yes or no.,No,no,True
tiara,clothing,Is a tiara a clothing? Answer only in yes or no.,Yes,no,False
tiara,office supply,Is a tiara an office supply? Answer only in yes or no.,No,no,True
tiara,jewelry,Is a tiara a jewelry? Answer only in yes or no.,Yes,yes,True
tiara,food,Is a tiara a food? Answer only in yes or no.,No,no,True
tie,clothing accessory,Is a tie a clothing accessory? Answer only in yes or no.,Yes,yes,True
tie,jewelry,Is a tie a jewelry? Answer only in yes or no.,No,yes,False
tie,clothing,Is a tie a clothing? Answer only in yes or no.,Yes,yes,True
tie,office supply,Is a tie an office supply? Answer only in yes or no.,No,yes,False
tiger,mammal,Is a tiger a mammal? Answer only in yes or no.,Yes,yes,True
tiger,insect,Is a tiger an insect? Answer only in yes or no.,No,no,True
tiger,animal,Is a tiger an animal? Answer only in yes or no.,Yes,yes,True
tiger,office supply,Is a tiger an office supply? Answer only in yes or no.,No,no,True
timer,scientific equipment,Is a timer a scientific equipment? Answer only in yes or no.,Yes,yes,True
timer,farm animal,Is a timer a farm animal? Answer only in yes or no.,No,no,True
timer,kitchen tool,Is a timer a kitchen tool? Answer only in yes or no.,Yes,yes,True
timer,food,Is a timer a food? Answer only in yes or no.,No,no,True
toad,animal,Is a toad an animal? Answer only in yes or no.,Yes,yes,True
toad,kitchen appliance,Is a toad a kitchen appliance? Answer only in yes or no.,No,no,True
toast,food,Is a toast a food? Answer only in yes or no.,Yes,yes,True
toast,arts and crafts supply,Is a toast an arts and crafts supply? Answer only in yes or no.,No,no,True
toast,breakfast food,Is a toast a breakfast food? Answer only in yes or no.,Yes,no,False
toast,home appliance,Is a toast a home appliance? Answer only in yes or no.,No,yes,False
toaster,kitchen appliance,Is a toaster a kitchen appliance? Answer only in yes or no.,Yes,yes,True
toaster,bird,Is a toaster a bird? Answer only in yes or no.,No,no,True
toaster,electronic device,Is a toaster an electronic device? Answer only in yes or no.,Yes,yes,True
toaster,condiment,Is a toaster a condiment? Answer only in yes or no.,No,no,True
toaster,home appliance,Is a toaster a home appliance? Answer only in yes or no.,Yes,yes,True
toaster,tool,Is a toaster a tool? Answer only in yes or no.,No,yes,False
toaster_oven,kitchen appliance,Is a toaster oven a kitchen appliance? Answer only in yes or no.,Yes,yes,True
toaster_oven,fruit,Is a toaster oven a fruit? Answer only in yes or no.,No,no,True
toaster_oven,electronic device,Is a toaster oven an electronic device? Answer only in yes or no.,Yes,yes,True
toaster_oven,fruit,Is a toaster oven a fruit? Answer only in yes or no.,No,no,True
toaster_oven,home appliance,Is a toaster oven a home appliance? Answer only in yes or no.,Yes,yes,True
toaster_oven,breakfast food,Is a toaster oven a breakfast food? Answer only in yes or no.,No,yes,False
toga,clothing,Is a toga a clothing? Answer only in yes or no.,Yes,yes,True
toga,outerwear,Is a toga an outerwear? Answer only in yes or no.,No,yes,False
toilet_paper,personal hygiene item,Is a toilet paper a personal hygiene item? Answer only in yes or no.,Yes,yes,True
toilet_paper,candy,Is a toilet paper a candy? Answer only in yes or no.,No,no,True
tomato,food,Is a tomato a food? Answer only in yes or no.,Yes,yes,True
tomato,arts and crafts supply,Is a tomato an arts and crafts supply? Answer only in yes or no.,No,yes,False
tomato,vegetable,Is a tomato a vegetable? Answer only in yes or no.,Yes,yes,True
tomato,drink,Is a tomato a drink? Answer only in yes or no.,No,no,True
tomato,fruit,Is a tomato a fruit? Answer only in yes or no.,Yes,yes,True
tomato,fastener,Is a tomato a fastener? Answer only in yes or no.,No,no,True
tomato_sauce,food,Is a tomato sauce a food? Answer only in yes or no.,Yes,yes,True
tomato_sauce,watercraft,Is a tomato sauce a watercraft? Answer only in yes or no.,No,no,True
tongs,tool,Is a tongs a tool? Answer only in yes or no.,Yes,yes,True
tongs,hardware,Is a tongs a hardware? Answer only in yes or no.,No,yes,False
tongs,scientific equipment,Is a tongs a scientific equipment? Answer only in yes or no.,Yes,yes,True
tongs,fastener,Is a tongs a fastener? Answer only in yes or no.,No,yes,False
tongs,kitchen tool,Is a tongs a kitchen tool? Answer only in yes or no.,Yes,yes,True
tongs,school supply,Is a tongs a school supply? Answer only in yes or no.,No,yes,False
tool,tool,Is a tool a tool? Answer only in yes or no.,Yes,yes,True
tool,lighting,Is a tool a lighting? Answer only in yes or no.,No,no,True
tool,hardware,Is a tool a hardware? Answer only in yes or no.,Yes,yes,True
tool,headwear,Is a tool a headwear? Answer only in yes or no.,No,no,True
toolbox,container,Is a toolbox a container? Answer only in yes or no.,Yes,yes,True
toolbox,medical equipment,Is a toolbox a medical equipment? Answer only in yes or no.,No,yes,False
toothbrush,personal hygiene item,Is a toothbrush a personal hygiene item? Answer only in yes or no.,Yes,yes,True
toothbrush,women's clothing,Is a toothbrush a women's clothing? Answer only in yes or no.,No,no,True
toothpaste,personal hygiene item,Is a toothpaste a personal hygiene item? Answer only in yes or no.,Yes,yes,True
toothpaste,fastener,Is a toothpaste a fastener? Answer only in yes or no.,No,no,True
toothpick,personal hygiene item,Is a toothpick a personal hygiene item? Answer only in yes or no.,Yes,yes,True
toothpick,home decor,Is a toothpick a home decor? Answer only in yes or no.,No,yes,False
top_hat,headwear,Is a top hat a headwear? Answer only in yes or no.,Yes,yes,True
top_hat,body part,Is a top hat a body part? Answer only in yes or no.,No,yes,False
top_hat,clothing accessory,Is a top hat a clothing accessory? Answer only in yes or no.,Yes,yes,True
top_hat,weapon,Is a top hat a weapon? Answer only in yes or no.,No,yes,False
top_hat,clothing,Is a top hat a clothing? Answer only in yes or no.,Yes,yes,True
top_hat,footwear,Is a top hat a footwear? Answer only in yes or no.,No,no,True
torch,lighting,Is a torch a lighting? Answer only in yes or no.,Yes,yes,True
torch,jewelry,Is a torch a jewelry? Answer only in yes or no.,No,no,True
torpedo,watercraft,Is a torpedo a watercraft? Answer only in yes or no.,Yes,yes,True
torpedo,furniture,Is a torpedo a furniture? Answer only in yes or no.,No,no,True
torpedo,weapon,Is a torpedo a weapon? Answer only in yes or no.,Yes,yes,True
torpedo,part of car,Is a torpedo a part of car? Answer only in yes or no.,No,no,True
tortilla,food,Is a tortilla a food? Answer only in yes or no.,Yes,yes,True
tortilla,outerwear,Is a tortilla an outerwear? Answer only in yes or no.,No,no,True
tostada,food,Is a tostada a food? Answer only in yes or no.,Yes,yes,True
tostada,container,Is a tostada a container? Answer only in yes or no.,No,yes,False
toucan,bird,Is a toucan a bird? Answer only in yes or no.,Yes,yes,True
toucan,plant,Is a toucan a plant? Answer only in yes or no.,No,no,True
toucan,animal,Is a toucan an animal? Answer only in yes or no.,Yes,yes,True
toucan,school supply,Is a toucan a school supply? Answer only in yes or no.,No,no,True
toy,toy,Is a toy a toy? Answer only in yes or no.,Yes,yes,True
toy,hardware,Is a toy a hardware? Answer only in yes or no.,No,yes,False
tractor,vehicle,Is a tractor a vehicle? Answer only in yes or no.,Yes,yes,True
tractor,plant,Is a tractor a plant? Answer only in yes or no.,No,no,True
train,vehicle,Is a train a vehicle? Answer only in yes or no.,Yes,yes,True
train,footwear,Is a train a footwear? Answer only in yes or no.,No,no,True
train_set,toy,Is a train set a toy? Answer only in yes or no.,Yes,yes,True
train_set,breakfast food,Is a train set a breakfast food? Answer only in yes or no.,No,no,True
trampoline,sports equipment,Is a trampoline a sports equipment? Answer only in yes or no.,Yes,yes,True
trampoline,farm animal,Is a trampoline a farm animal? Answer only in yes or no.,No,no,True
trashcan,container,Is a trashcan a container? Answer only in yes or no.,Yes,yes,True
trashcan,construction equipment,Is a trashcan a construction equipment? Answer only in yes or no.,No,yes,False
treadmill,electronic device,Is a treadmill an electronic device? Answer only in yes or no.,Yes,yes,True
treadmill,clothing accessory,Is a treadmill a clothing accessory? Answer only in yes or no.,No,no,True
treadmill,sports equipment,Is a treadmill a sports equipment? Answer only in yes or no.,Yes,yes,True
treadmill,food,Is a treadmill a food? Answer only in yes or no.,No,no,True
tree,plant,Is a tree a plant? Answer only in yes or no.,Yes,yes,True
tree,sports equipment,Is a tree a sports equipment? Answer only in yes or no.,No,no,True
triangle,musical instrument,Is a triangle a musical instrument? Answer only in yes or no.,Yes,yes,True
triangle,dessert,Is a triangle a dessert? Answer only in yes or no.,No,no,True
tricycle,vehicle,Is a tricycle a vehicle? Answer only in yes or no.,Yes,yes,True
tricycle,women's clothing,Is a tricycle a women's clothing? Answer only in yes or no.,No,no,True
trident,tool,Is a trident a tool? Answer only in yes or no.,Yes,yes,True
trident,insect,Is a trident an insect? Answer only in yes or no.,No,no,True
trident,weapon,Is a trident a weapon? Answer only in yes or no.,Yes,yes,True
trident,dessert,Is a trident a dessert? Answer only in yes or no.,No,no,True
trolley,vehicle,Is a trolley a vehicle? Answer only in yes or no.,Yes,yes,True
trolley,mammal,Is a trolley a mammal? Answer only in yes or no.,No,no,True
trombone,musical instrument,Is a trombone a musical instrument? Answer only in yes or no.,Yes,yes,True
trombone,bird,Is a trombone a bird? Answer only in yes or no.,No,no,True
trowel,tool,Is a trowel a tool? Answer only in yes or no.,Yes,yes,True
trowel,outerwear,Is a trowel an outerwear? Answer only in yes or no.,No,no,True
trowel,construction equipment,Is a trowel a construction equipment? Answer only in yes or no.,Yes,yes,True
trowel,vegetable,Is a trowel a vegetable? Answer only in yes or no.,No,no,True
trowel,garden tool,Is a trowel a garden tool? Answer only in yes or no.,Yes,yes,True
trowel,medical equipment,Is a trowel a medical equipment? Answer only in yes or no.,No,yes,False
trowel,hardware,Is a trowel a hardware? Answer only in yes or no.,Yes,yes,True
trowel,vegetable,Is a trowel a vegetable? Answer only in yes or no.,No,no,True
truck,vehicle,Is a truck a vehicle? Answer only in yes or no.,Yes,yes,True
truck,fruit,Is a truck a fruit? Answer only in yes or no.,No,no,True
trumpet,musical instrument,Is a trumpet a musical instrument? Answer only in yes or no.,Yes,yes,True
trumpet,sea animal,Is a trumpet a sea animal? Answer only in yes or no.,No,no,True
tuba,musical instrument,Is a tuba a musical instrument? Answer only in yes or no.,Yes,yes,True
tuba,farm animal,Is a tuba a farm animal? Answer only in yes or no.,No,no,True
tube_top,women's clothing,Is a tube top a women's clothing? Answer only in yes or no.,Yes,yes,True
tube_top,candy,Is a tube top a candy? Answer only in yes or no.,No,no,True
tube_top,clothing,Is a tube top a clothing? Answer only in yes or no.,Yes,yes,True
tube_top,medical equipment,Is a tube top a medical equipment? Answer only in yes or no.,No,yes,False
tugboat,vehicle,Is a tugboat a vehicle? Answer only in yes or no.,Yes,yes,True
tugboat,bird,Is a tugboat a bird? Answer only in yes or no.,No,no,True
tugboat,watercraft,Is a tugboat a watercraft? Answer only in yes or no.,Yes,yes,True
tugboat,seafood,Is a tugboat a seafood? Answer only in yes or no.,No,no,True
tulip,plant,Is a tulip a plant? Answer only in yes or no.,Yes,yes,True
tulip,footwear,Is a tulip a footwear? Answer only in yes or no.,No,no,True
tumbleweed,plant,Is a tumbleweed a plant? Answer only in yes or no.,Yes,yes,True
tumbleweed,arts and crafts supply,Is a tumbleweed an arts and crafts supply? Answer only in yes or no.,No,no,True
tupperware,container,Is a tupperware a container? Answer only in yes or no.,Yes,yes,True
tupperware,hardware,Is a tupperware a hardware? Answer only in yes or no.,No,yes,False
turban,headwear,Is a turban a headwear? Answer only in yes or no.,Yes,yes,True
turban,protective clothing,Is a turban a protective clothing? Answer only in yes or no.,No,yes,False
turban,clothing,Is a turban a clothing? Answer only in yes or no.,Yes,yes,True
turban,dessert,Is a turban a dessert? Answer only in yes or no.,No,no,True
turkey,bird,Is a turkey a bird? Answer only in yes or no.,Yes,yes,True
turkey,tool,Is a turkey a tool? Answer only in yes or no.,No,yes,False
turkey,food,Is a turkey a food? Answer only in yes or no.,Yes,yes,True
turkey,medical equipment,Is a turkey a medical equipment? Answer only in yes or no.,No,no,True
turkey,animal,Is a turkey an animal? Answer only in yes or no.,Yes,yes,True
turkey,plant,Is a turkey a plant? Answer only in yes or no.,No,no,True
turkey,farm animal,Is a turkey a farm animal? Answer only in yes or no.,Yes,yes,True
turkey,musical instrument,Is a turkey a musical instrument? Answer only in yes or no.,No,no,True
turntable,electronic device,Is a turntable an electronic device? Answer only in yes or no.,Yes,yes,True
turntable,garden tool,Is a turntable a garden tool? Answer only in yes or no.,No,yes,False
turtle,animal,Is a turtle an animal? Answer only in yes or no.,Yes,yes,True
turtle,part of car,Is a turtle a part of car? Answer only in yes or no.,No,no,True
turtle,sea animal,Is a turtle a sea animal? Answer only in yes or no.,Yes,yes,True
turtle,lighting,Is a turtle a lighting? Answer only in yes or no.,No,no,True
turtleneck,clothing,Is a turtleneck a clothing? Answer only in yes or no.,Yes,yes,True
turtleneck,outerwear,Is a turtleneck an outerwear? Answer only in yes or no.,No,yes,False
tuxedo,clothing,Is a tuxedo a clothing? Answer only in yes or no.,Yes,yes,True
tuxedo,breakfast food,Is a tuxedo a breakfast food? Answer only in yes or no.,No,no,True
tweezers,tool,Is a tweezers a tool? Answer only in yes or no.,Yes,yes,True
tweezers,jewelry,Is a tweezers a jewelry? Answer only in yes or no.,No,no,True
tweezers,scientific equipment,Is a tweezers a scientific equipment? Answer only in yes or no.,Yes,yes,True
tweezers,sea animal,Is a tweezers a sea animal? Answer only in yes or no.,No,no,True
tweezers,personal hygiene item,Is a tweezers a personal hygiene item? Answer only in yes or no.,Yes,yes,True
tweezers,protective clothing,Is a tweezers a protective clothing? Answer only in yes or no.,No,no,True
tweezers,medical equipment,Is a tweezers a medical equipment? Answer only in yes or no.,Yes,yes,True
tweezers,part of car,Is a tweezers a part of car? Answer only in yes or no.,No,no,True
tweezers,hardware,Is a tweezers a hardware? Answer only in yes or no.,Yes,yes,True
tweezers,kitchen appliance,Is a tweezers a kitchen appliance? Answer only in yes or no.,No,yes,False
ukulele,musical instrument,Is an ukulele a musical instrument? Answer only in yes or no.,Yes,yes,True
ukulele,clothing accessory,Is an ukulele a clothing accessory? Answer only in yes or no.,No,yes,False
undershirt,clothing,Is an undershirt a clothing? Answer only in yes or no.,Yes,yes,True
undershirt,home appliance,Is an undershirt a home appliance? Answer only in yes or no.,No,yes,False
underwear,clothing,Is an underwear a clothing? Answer only in yes or no.,Yes,yes,True
underwear,farm animal,Is an underwear a farm animal? Answer only in yes or no.,No,no,True
unicycle,vehicle,Is an unicycle a vehicle? Answer only in yes or no.,Yes,yes,True
unicycle,watercraft,Is an unicycle a watercraft? Answer only in yes or no.,No,no,True
uniform,clothing,Is an uniform a clothing? Answer only in yes or no.,Yes,yes,True
uniform,farm animal,Is an uniform a farm animal? Answer only in yes or no.,No,no,True
urn,container,Is an urn a container? Answer only in yes or no.,Yes,yes,True
urn,clothing accessory,Is an urn a clothing accessory? Answer only in yes or no.,No,no,True
vacuum,electronic device,Is a vacuum an electronic device? Answer only in yes or no.,Yes,yes,True
vacuum,jewelry,Is a vacuum a jewelry? Answer only in yes or no.,No,no,True
vacuum,tool,Is a vacuum a tool? Answer only in yes or no.,Yes,yes,True
vacuum,bird,Is a vacuum a bird? Answer only in yes or no.,No,no,True
vacuum,home appliance,Is a vacuum a home appliance? Answer only in yes or no.,Yes,yes,True
vacuum,mammal,Is a vacuum a mammal? Answer only in yes or no.,No,no,True
van,vehicle,Is a van a vehicle? Answer only in yes or no.,Yes,yes,True
van,scientific equipment,Is a van a scientific equipment? Answer only in yes or no.,No,yes,False
vase,home decor,Is a vase a home decor? Answer only in yes or no.,Yes,yes,True
vase,sports equipment,Is a vase a sports equipment? Answer only in yes or no.,No,no,True
vase,container,Is a vase a container? Answer only in yes or no.,Yes,yes,True
vase,arts and crafts supply,Is a vase an arts and crafts supply? Answer only in yes or no.,No,yes,False
vegetable,food,Is a vegetable a food? Answer only in yes or no.,Yes,yes,True
vegetable,bird,Is a vegetable a bird? Answer only in yes or no.,No,no,True
vegetable,vegetable,Is a vegetable a vegetable? Answer only in yes or no.,Yes,yes,True
vegetable,toy,Is a vegetable a toy? Answer only in yes or no.,No,yes,False
vending_machine,electronic device,Is a vending machine an electronic device? Answer only in yes or no.,Yes,yes,True
vending_machine,insect,Is a vending machine an insect? Answer only in yes or no.,No,no,True
vest,clothing,Is a vest a clothing? Answer only in yes or no.,Yes,yes,True
vest,outerwear,Is a vest an outerwear? Answer only in yes or no.,No,yes,False
vial,medical equipment,Is a vial a medical equipment? Answer only in yes or no.,Yes,yes,True
vial,game,Is a vial a game? Answer only in yes or no.,No,yes,False
vial,container,Is a vial a container? Answer only in yes or no.,Yes,yes,True
vial,watercraft,Is a vial a watercraft? Answer only in yes or no.,No,no,True
videogame,game,Is a videogame a game? Answer only in yes or no.,Yes,yes,True
